,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released
1860,25000000,Other,USA,Other,Animation,39399750,Rugrats Go Wild,PG,13.06.2003 00:00,100,5.6,Jodi Carlisle,6205,Kate Boutilier,2003,1,0.57599,60,FALSE,20694,tt0337711,Rugrats Go Wild,"Rugrats Go Wild is a 2003 crossover animated film, with two animated Nickelodeon television series Rugrats and The Wild Thornberrys.The film was produced by Klasky Csupo and released in theaters on June 13, 2003 by Paramount Pictures and Nickelodeon Movies. It also makes this the Rugrats series finale, after the show ceased production. As there are currently no further Rugrats movies in production, Rugrats Go Wild stands as the final Rugrats film. It is the only Nickelodeon film to be a crossover. Although it is a crossover film, it is primarily a Rugrats movie as the main plot focuses on the those characters.The Rugrats family vacation takes an exotic detour when their boat capsizes and they become shipwrecked on a deserted tropical island. With the jungle as their new backyard, the babies reace wildly from one dangerous adventure to the next…soon to discover that someone else is on the island. It's The Wild Thornberrys...on an island adventure of their own!",9.599034,The Family Vacation Goes Overboard,Rugrats Go Wild,"Animation, Family",en,US,kids and family,2003
1861,35200000,DreamWorks,USA,Other,Comedy,37788228,Head of State,PG-13,28.03.2003 00:00,95,5.4,Chris Rock,15690,Chris Rock,2003,1,0.073529205,10,FALSE,9776,tt0325537,Head of State,"When a presidential candidate dies unexpectedly in the middle of the campaign, the Democratic party unexpectedly picks a Washington, D.C. alderman, Mays Gilliam (Rock) as his replacement .",3.3632449999999996,,Head of State,Comedy,en,US,"usa, black people, usa president, presidential election, election campaign",2003
1862,17000000,Paramount Pictures,USA,Other,Comedy,22734486,Dickie Roberts: Former Child Star,PG-13,5.09.2003 00:00,98,5.6,David Spade,12287,Fred Wolf,2003,1,0.337322706,30,FALSE,13778,tt0325258,Dickie Roberts: Former Child Star,"TV child star of the '70s, Dickie Roberts is now 35 and parking cars. Craving to regain the spotlight, he auditions for a role of a normal guy, but the director quickly sees he is anything but normal. Desperate to win the part, Dickie hires a family to help him replay his childhood and assume the identity of an average, everyday kid.",6.9576009999999995,50 million people used to watch him on TV. Now he washes their cars.,Dickie Roberts: Former Child Star,Comedy,en,US,"loser, child prodigy",2003
1863,2500000,Other,USA,Other,Drama,548712,All the Real Girls,R,1.08.2003 00:00,108,6.9,Zooey Deschanel,9474,David Gordon Green,2003,0,-0.7805152,-80,FALSE,13132,tt0299458,All the Real Girls,"In a small North Carolina town, Paul, a womanizer, meets Noel, a confused intellectual returning home for the first time in years since she left for boarding school. The film depicts the typical romance of a good girl and a bad boy, in an interesting way.",5.2897419999999995,Love is a puzzle. These are the pieces.,All the Real Girls,"Drama, Romance",en,US,"southern usa, small town, virgin, independent film, best friend",2003
1864,40000000,Miramax,Other,Other,Comedy,9692135,Duplex,PG-13,26.09.2003 00:00,89,5.9,Ben Stiller,48829,Larry Doyle,2003,0,-0.757696625,-80,FALSE,7288,tt0266489,Duplex,"When a young couple buys their dream home, they have no idea what the sweet little old lady upstairs is going to put them through!",12.160363,,Duplex,"Action, Comedy, Thriller",en,"DE, US",,2003
1865,780000,Other,USA,Other,Action,1310470,Saints and Soldiers,PG-13,25.03.2005 00:00,90,6.8,Corbin Allred,18516,Geoffrey Panos,2003,1,0.6800897440000001,70,FALSE,10105,tt0373283,Saints and Soldiers,Five American soldiers fighting in Europe during World War II struggle to return to Allied territory after being separated from U.S. forces during the historic Malmedy Massacre.,7.975389,,Saints and Soldiers,"Action, Adventure, Drama, History, War","en, de",US,"winter, belgium, world war ii, nazis, bravery, ardennen, slaughter, nazi germany, soldier",2005
1866,10000000,Touchstone Pictures,Other,Other,Comedy,31041759,Calendar Girls,PG-13,1.01.2004 00:00,108,6.9,Helen Mirren,20538,Juliette Towhidi,2003,1,2.1041759,210,FALSE,8696,tt0337909,Calendar Girls,2003 fact-based comedy with Helen Mirren and Julie Walters. Members of a Yorkshire branch of the Women's Institute cause controversy when they pose nude for a charity calendar.,5.109575,Some ladies will do anything for a good cause.,Calendar Girls,Comedy,en,GB,"female nudity, england, mannequin, leukemia, calendar",2004
1867,8000000,Other,Other,Other,Drama,1174139,I Capture the Castle,R,8.08.2003 00:00,113,7.1,Romola Garai,6060,Dodie Smith,2003,0,-0.853232625,-90,FALSE,17920,tt0300015,I Capture the Castle,"A love story set in 1930s England that follows 17-year-old Cassandra Mortmain, and the fortunes of her eccentric family, struggling to survive in a decaying English castle. Based on Dodie Smith's 1948 novel with the same name.",2.625315,You can't choose who you fall in love with,I Capture the Castle,"Drama, Romance",en,GB,,2003
1868,15000000,Other,USA,Other,Crime,12212417,Confidence,R,25.04.2003 00:00,97,6.7,Edward Burns,31315,Doug Jung,2003,0,-0.185838867,-20,FALSE,10743,tt0310910,Confidence,"What Jake Vig doesn't know just might get him killed. A sharp and polished grifter, Jake has just swindled thousands of dollars from the unsuspecting Lionel Dolby with the help of his crew. It becomes clear that Lionel wasn't just any mark, he was an accountant for eccentric crime boss Winston King. Jake and his crew will have to stay one step ahead of both the criminals and the cops to finally settle their debt.",6.959638000000001,It's not about the money. It's about the money.,Confidence,"Action, Comedy, Thriller, Crime",en,"CA, DE, US","grifter, con, big con, con game, premarital sex",2003
1869,3200000,Other,USA,Other,Crime,8243880,The Cooler,R,16.01.2004 00:00,101,7.0,William H. Macy,29549,Frank Hannah,2003,1,1.5762125,160,FALSE,10744,tt0318374,The Cooler,"(William H. Macy) works at a Las Vegas casino, where he uses his innate ability to bring about misfortune in those around him to jinx gamblers into losing. His imposing boss, Shelly Kaplow (Alec Baldwin), is happy with the arrangement. But Bernie finds unexpected happiness when he begins dating attractive waitress Natalie Belisario (Maria Bello).",10.694443,When your life depends on losing... the last thing you need is lady luck.,The Cooler,"Drama, Romance","en, ru",US,"casino, jinx, bad luck",2004
1870,17000000,Touchstone Pictures,Other,Other,Biography,1571504,Veronica Guerin,R,17.10.2003 00:00,98,6.9,Cate Blanchett,17055,Carol Doyle,2003,0,-0.907558588,-90,FALSE,10629,tt0312549,Veronica Guerin,"In this true story, Veronica Guerin is an investigative reporter for an Irish newspaper. As the drug trade begins to bleed into the mainstream, Guerin decides to take on and expose those responsible. Beginning at the bottom with addicts, Guerin then gets in touch with John Traynor, a paranoid informant. Not without some prodding, Traynor leads her to John Gilligan, the ruthless head of the operation, who does not take kindly to Guerin's nosing.",9.548519,Why would anyone want to kill Veronica Guerin?,Veronica Guerin,"Drama, Crime, Thriller",en,"IE, GB, US","journalism, police, drug scene, murder, drug lord",2003
1871,4000000,Other,USA,Other,Comedy,732241,The Shape of Things,R,16.05.2003 00:00,96,6.7,Paul Rudd,10052,Neil LaBute,2003,0,-0.81693975,-80,FALSE,22958,tt0308878,The Shape of Things,"Quiet, unassuming Adam is changing in a major way, thanks to his new girlfriend, art student Evelyn. Adam's friends are a little freaked by the transformation.",2.897666,Seduction Is An Art,The Shape of Things,"Comedy, Drama, Romance",en,"FR, GB, US","seduction, college, love, friends, betrayal, independent film, makeover",2003
1872,300000,Other,USA,Other,Comedy,2528664,Pieces of April,PG-13,28.11.2003 00:00,80,7.1,Katie Holmes,18540,Peter Hedges,2003,1,7.42888,740,FALSE,1550,tt0311648,Pieces of April,"Quirky and rebellious April Burns lives with her boyfriend in a low-rent New York City apartment miles away from her emotionally distant family. But when she discovers that her mother has a fatal form of breast cancer, she invites the clan to her place for Thanksgiving. While her father struggles to drive her family into the city, April -- an inexperienced cook -- runs into kitchen trouble and must ask a neighbor for help.",4.19275,She's the one in every family.,Pieces of April,"Comedy, Drama","zh, en",US,"sex, thanksgiving, road trip, love, independent film, neighbor, marijuana, family, illness",2003
1873,850000,Other,USA,Other,Comedy,819939,Latter Days,R,1.07.2004 00:00,107,7.1,Wes Ramsey,15271,C. Jay Cox,2003,0,-0.035365882,0,FALSE,15708,tt0345551,Latter Days,Aaron Davis (Steve Sandvoss) and Christian Markelli (Wes Ramsey) are the two most opposite people in the world. Aaron is a young Elder (or a Mormon missionary) who wants to do his family proud and is quite passionate about his religion and film. Christian is a shallow WeHo waiter/party boy who only looks forward to bedding a new guy every night.,3.334942,Aaron prays. Christian plays... Opposites attract.,Latter Days,"Drama, Comedy, Romance",en,US,"gay, coming out, religion, mormon",2004
1874,14000000,Dimension Films,USA,Other,Comedy,15550605,My Boss's Daughter,PG-13,22.08.2003 00:00,86,4.7,Ashton Kutcher,25363,David Dorfman,2003,1,0.11075750000000001,10,FALSE,2830,tt0270980,My Boss's Daughter,"When a young man agrees to housesit for his boss, he thinks it'll be the perfect opportunity to get close to the woman he desperately has a crush on – his boss's daughter. But he doesn't plan on the long line of other houseguests that try to keep him from his mission. And he also has to deal with the daughter's older brother, who's on the run from local drug dealers.",13.49615,,My Boss's Daughter,"Comedy, Romance",en,US,,2003
1875,16000000,Other,USA,Other,Comedy,14108518,How to Deal,PG-13,18.07.2003 00:00,100,5.6,Mandy Moore,8473,Sarah Dessen,2003,0,-0.118217625,-10,FALSE,17403,tt0319524,How to Deal,"Mandy Moore stars as Halley, a young hip high school student who's convinced true love doesn't exist based on the crazy relationships around her. Her mother is divorcing her father who is dating a younger woman Halley can't stand. Her crazed sister is planning a wedding but has second thoughts and her best friend has fallen madly in love for the first time leaving Halley to feel even more alone.",3.5685309999999997,Rule #1 There are no rules.,How to Deal,"Drama, Comedy, Romance",en,US,woman director,2003
1876,20000000,Other,USA,Other,Animation,47887943,The Jungle Book 2,G,14.02.2003 00:00,72,5.4,John Goodman,12558,Karl Geurs,2003,1,1.39439715,140,FALSE,14873,tt0283426,The Jungle Book 2,"Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild.",10.605851,Feel the jungle beat,The Jungle Book 2,"Family, Animation, Adventure",en,"AU, US","river, musical, tiger, village, feral child, sequel, bear, jungle, orphan, vulture, gong, lost, shake, mango",2003
1877,8000000,Other,USA,Other,Comedy,336456,The Singing Detective,R,14.11.2003 00:00,109,5.6,Robert Downey Jr.,7414,Dennis Potter,2003,0,-0.957943,-100,FALSE,30141,tt0314676,The Singing Detective,"From his hospital bed, a writer suffering from a skin disease hallucinates musical numbers and paranoid plots.",12.650143,"When it comes to murder, seduction and betrayal he wrote the book. Now he's living it!",The Singing Detective,"Comedy, Music, Mystery, Crime",en,US,,2003
1878,17000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,37566230,Good Boy!,PG,10.10.2003 00:00,100,5.1,Liam Aiken,3591,Zeke Richardson,2003,1,1.209778235,120,FALSE,21765,tt0326900,Good Boy!,"An intergalactic dog pilot from Sirius (the dog star), visits Earth to verify the rumors that dogs have failed to take over the planet.",6.575505000000001,Rover is about to take over.,Good Boy!,"Comedy, Family, Science Fiction","nl, de, en",US,,2003
1879,15000000,Paramount Pictures,USA,Other,Comedy,30238577,The Fighting Temptations,PG-13,19.09.2003 00:00,123,5.5,Cuba Gooding Jr.,6052,Elizabeth Hunter,2003,1,1.015905133,100,FALSE,22309,tt0191133,The Fighting Temptations,"The Fighting Temptations stars Cuba Gooding, Jr. as the film's protagonist as he attempts to revive a church choir in order to enter a gospel competition with the help of a beautiful lounge singer (Beyoncé Knowles) with whom he soon falls in love.",2.18689,,The Fighting Temptations,"Comedy, Music, Romance",en,US,church choir,2003
1880,5000000,Other,Other,Other,Comedy,896993,Intermission,R,16.04.2004 00:00,105,6.9,Cillian Murphy,14096,Mark O'Rowe,2003,0,-0.8206014000000001,-80,FALSE,16941,tt0332658,Intermission,"A raucous story of the interweaving lives and loves of small-town delinquents, shady cops, pretty good girls and very bad boys. With Irish guts and grit, lives collide, preconceptions shatter and romance is tested to the extreme. An ill-timed and poorly executed couple's break-up sets off a chain of events affecting everyone in town.",3.715985,Life is what happens in between.,Intermission,"Romance, Action, Comedy, Crime, Mystery, Drama",en,"IE, GB","suspense, thriller, independent film",2004
1881,7500000,Other,Other,Other,Drama,197148,Code 46,R,17.09.2004 00:00,93,6.2,Tim Robbins,18738,Frank Cottrell Boyce,2003,0,-0.9737136000000001,-100,FALSE,2577,tt0345061,Code 46,"A futuristic 'Brief Encounter', a love story in which the romance is doomed by genetic incompatibility.",6.101401,How do you solve a crime when the last thing you want to know is the truth?,Code 46,"Drama, Romance, Science Fiction, Thriller",en,GB,"seattle, shanghai, future, insurance salesman, dystopia",2004
1882,6800000,Other,USA,Other,Crime,33225,Shade,R,9.05.2004 00:00,101,6.4,Joe Nicolo,11130,Damian Nieman,2003,0,-0.995113971,-100,FALSE,14576,tt0323939,Shade,"Tiffany, Charlie and Vernon are con artists looking to up the ante from their typical scams. They figure a good way of doing this is taking down Dean ""The Dean"" Stevens, a well-known cardsharp, in a rigged game. However, they first need enough money to enter a game with Stevens, so they decide to strike a deal with fellow crook Larry Jennings to scam a local gangster -- which turns out to be a bad idea.",5.864457,"Lie, cheat, steal... your deal!",Shade,"Action, Thriller, Crime",en,US,,2004
